id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2021-1619777,2021-05-11,1.0,75115,0.0,65.0,3.0,0,737300.0,48.842698,2.304367,2,1,75,1,0,2021,2,2021_Q2,POINT (2.304367 48.842698),28539.0,['M̩tropole du Grand Paris'],751155806,Necker ,necker 6,11343.076923076924,5,11774.853779692106,2303.862291172548,259,10,2379.0,1896.0,232.0,251.0,28.0,2335.0,727.0,1072.0,33750,0,0,00851,75115,751491,7511558,H,2307.96245874646,416.236929767878,1591.3331370231,300.392391955483,1872.14852613938,204.178226963732,435.813932607083,0.8111694014105469,0.08846687526911887,75115,0.0038080559042921406
2017-742480,2017-07-20,1.0,75115,0.0,170.0,4.0,0,1524700.0,48.845721,2.279302,1,2,75,1,0,2017,3,2017_Q3,POINT (2.279302 48.845721),14597.0,['M̩tropole du Grand Paris'],751156013,Javel 1,javel 13,8968.823529411764,7,9440.534034160835,2343.141523198217,176,16,1675.0,1444.0,152.0,79.0,6.0,1603.0,488.0,890.0,37280,0,0,00851,75115,751601,7511560,H,1697.50654610604,448.277905079917,1048.22456159087,201.004079435258,1188.24650977273,71.5938148071617,509.260036333317,0.6999952444946286,0.04217586964326756,75115,0.0009293664078753579
2018-1413631,2018-10-23,1.0,75115,138.0,190.0,8.0,sols,2229000.0,48.845932,2.278919,0,1,75,1,0,2018,4,2018_Q4,POINT (2.278919 48.845932),14597.0,['M̩tropole du Grand Paris'],751156013,Javel 1,javel 13,11731.578947368422,10,10575.816950974273,1332.3345438181025,176,6,1675.0,1444.0,152.0,79.0,6.0,1603.0,488.0,890.0,37280,0,0,00851,75115,751601,7511560,H,1697.50654610604,448.277905079917,1048.22456159087,201.004079435258,1188.24650977273,71.5938148071617,509.260036333317,0.6999952444946286,0.04217586964326756,75115,0.0004946867171104458
2019-1527208,2019-11-22,1.0,75115,0.0,150.0,7.0,0,2000000.0,48.836284,2.296546,9,1,75,1,1,2019,4,2019_Q4,POINT (2.296546 48.836284),47220.0,['M̩tropole du Grand Paris'],751155714,Saint-Lambert 1,saint-lambert 14,13333.333333333334,11,12383.353580758228,8782.569614839447,140,7,1478.0,1190.0,110.0,178.0,8.0,1445.0,320.0,825.0,32790,1,0,00851,75115,751661,7511557,H,1504.09318981654,352.990998226144,1013.08131156038,138.02088003002,1192.39948154553,129.251390742405,311.693708271009,0.7927696831676844,0.08593310016792928,75115,0.0012372209674474256
2017-744079,2017-12-08,1.0,75115,119.0,63.0,3.0,sols,580000.0,48.828976,2.303285,0,1,75,1,0,2017,4,2017_Q4,POINT (2.303285 48.828976),20635.0,['M̩tropole du Grand Paris'],751155703,Saint-Lambert ,saint-lambert 3,9206.349206349207,12,7586.1178616876805,2780.020624305993,214,16,2487.0,1966.0,301.0,220.0,52.0,2420.0,783.0,1127.0,26530,1,1,00851,75115,751691,7511557,H,2789.28302631733,498.87372894293,1789.1871829202,501.2221144542,2101.78077595457,258.609865245644,687.502250362755,0.7535200824455365,0.09271553399408332,75115,0.010626153159461615
2018-1414364,2018-12-17,1.0,75115,210.0,191.0,7.0,sols,1789430.0,48.849035,2.29335,0,1,75,1,0,2018,4,2018_Q4,POINT (2.29335 48.849035),24872.0,['M̩tropole du Grand Paris'],751155910,Grenelle 1,grenelle 10,9368.743455497382,12,9896.516760621254,2207.9905286007224,168,8,1777.0,1437.0,182.0,158.0,10.0,1761.0,494.0,851.0,33540,0,0,00851,75115,751451,7511559,H,1698.98859616178,329.755769776987,1207.8073266206,161.425499764199,1365.82374198158,131.389411954354,333.164854180199,0.8039040079887179,0.07733389868017862,75115,0.0018633424967399936
2019-1527772,2019-12-27,1.0,75115,0.0,242.0,7.0,0,2707700.0,48.843414,2.281338,1,1,75,1,0,2019,4,2019_Q4,POINT (2.281338 48.843414),26629.0,['M̩tropole du Grand Paris'],751156012,Javel 1,javel 12,11188.842975206611,12,9890.73122028356,2250.845170577524,315,16,2665.0,2154.0,337.0,175.0,18.0,2602.0,870.0,1158.0,34950,0,0,00851,75115,751611,7511560,H,2779.00486768383,562.322018486737,1735.74412397483,480.938725222262,2190.61243070497,218.058705316018,588.392436978862,0.7882722539204268,0.07846647116446388,75115,0.003942716188629127
2018-1410508,2018-03-06,1.0,75115,95.0,146.0,4.0,sols,1494590.0,48.833628,2.304795,0,1,75,1,0,2018,1,2018_Q1,POINT (2.304795 48.833628),14594.0,['M̩tropole du Grand Paris'],751155718,Saint-Lambert 1,saint-lambert 18,10236.917808219177,3,9180.862669620008,1099.718994979522,126,4,1624.0,1311.0,190.0,123.0,56.0,1527.0,525.0,755.0,31540,0,0,00851,75115,751671,7511557,H,1494.3822254445,347.451635456903,985.889294530465,161.041295457137,1162.67558574624,107.509760016537,331.706639698266,0.7780309253881852,0.07194261159293334,75115,0.007058189935851745
2018-1413732,2018-11-06,1.0,75115,0.0,165.0,6.0,0,1899800.0,48.842687,2.290891,1,1,75,1,0,2018,4,2018_Q4,POINT (2.290891 48.842687),39152.0,['M̩tropole du Grand Paris'],751156019,Javel 1,javel 19,11513.939393939394,11,9582.38921202325,2071.314172475091,263,19,2581.0,2036.0,247.0,299.0,19.0,2552.0,842.0,1080.0,36320,0,0,00851,75115,751581,7511560,H,2455.45367439042,491.207373959116,1621.49860788844,342.747692542861,1931.12122723773,170.004873100062,524.33244715269,0.7864620894210685,0.06923562634194948,75115,0.001144305246622231
2018-1413397,2018-10-15,1.0,75115,0.0,133.0,3.0,0,850000.0,48.83907,2.296721,10,1,75,1,0,2018,4,2018_Q4,POINT (2.296721 48.83907),14595.0,['M̩tropole du Grand Paris'],751155725,Saint-Lambert 2,saint-lambert 25,6390.977443609023,10,8561.595460409506,4678.438603656603,137,10,1464.0,1216.0,151.0,97.0,10.0,1441.0,563.0,602.0,38150,0,1,00851,75115,751551,7511557,H,1587.85834823689,295.307861643909,1037.18776010585,255.362726487138,1250.35212173456,97.114961283325,337.50622650233,0.7874456327435714,0.061160972823021985,75115,0.0016103130230755859
2021-1607393,2021-09-30,1.0,75115,170.0,256.0,5.0,sols,2840000.0,48.837913,2.304637,0,1,75,1,0,2021,3,2021_Q3,POINT (2.304637 48.837913),24868.0,['M̩tropole du Grand Paris'],751155731,Saint-Lambert 3,saint-lambert 31,11093.75,9,9948.189569840904,1684.9279599729655,107,7,1801.0,1481.0,133.0,187.0,10.0,1770.0,496.0,930.0,27880,1,0,00851,75115,751531,7511557,H,1683.32520437461,320.835722001897,1041.25392630028,321.235556072427,1275.39182780825,138.031623156734,407.933376566354,0.7576621703838173,0.08199938003543149,75115,0.004011666899246146
2020-1443944,2020-08-28,1.0,75115,98.0,248.0,8.0,sols,2448250.0,48.840869,2.311587,0,1,75,1,0,2020,3,2020_Q3,POINT (2.311587 48.840869),24869.0,['M̩tropole du Grand Paris'],751155803,Necker ,necker 3,9871.975806451614,8,10203.98160013871,1725.659919860188,153,6,2314.0,1944.0,228.0,142.0,16.0,2261.0,619.0,1236.0,38850,0,3,00851,75115,751511,7511558,H,2464.52394970965,446.559608170063,1564.87808717565,453.086254363931,1945.10279192867,184.132461992174,519.421157780974,0.7892407749406639,0.07471319644260993,75115,0.002329360863095815
2018-1412656,2018-08-30,1.0,75115,0.0,95.0,6.0,0,1139000.0,48.849768,2.289613,2,1,75,1,0,2018,3,2018_Q3,POINT (2.289613 48.849768),17757.0,['M̩tropole du Grand Paris'],751155909,Grenelle ,grenelle 9,11989.473684210527,8,10710.68322061116,1995.2018343645761,180,15,1781.0,1405.0,195.0,180.0,12.0,1661.0,487.0,837.0,33200,0,0,00851,75115,751441,7511559,H,1547.7026779781,324.14430748516,1089.30429128492,134.254079208024,1271.11020103472,99.0010777043019,276.592476943377,0.821288364439146,0.06396647050687779,75115,0.0033227606381092054
2022-526484,2022-01-19,1.0,75115,0.0,101.0,5.0,0,1254000.0,48.849227,2.288835,2,1,75,1,1,2022,1,2022_Q1,POINT (2.288835 48.849227),17757.0,['M̩tropole du Grand Paris'],751155909,Grenelle ,grenelle 9,12415.841584158416,1,10744.376554726592,1741.4323273438085,180,8,1781.0,1405.0,195.0,180.0,12.0,1661.0,487.0,837.0,33200,0,0,00851,75115,751441,7511559,H,1547.7026779781,324.14430748516,1089.30429128492,134.254079208024,1271.11020103472,99.0010777043019,276.592476943377,0.821288364439146,0.06396647050687779,75115,0.0038235319752657326
2022-536375,2022-06-30,1.0,75115,0.0,95.0,5.0,0,1255718.0,48.849227,2.288835,2,1,75,1,2,2022,2,2022_Q2,POINT (2.288835 48.849227),17757.0,['M̩tropole du Grand Paris'],751155909,Grenelle ,grenelle 9,13218.084210526316,6,12115.064333929588,1904.6563214377165,180,10,1781.0,1405.0,195.0,180.0,12.0,1661.0,487.0,837.0,33200,0,0,00851,75115,751441,7511559,H,1547.7026779781,324.14430748516,1089.30429128492,134.254079208024,1271.11020103472,99.0010777043019,276.592476943377,0.821288364439146,0.06396647050687779,75115,0.0038235319752657326
2019-1524548,2019-04-16,1.0,75115,0.0,144.0,6.0,0,1750000.0,48.845478,2.303293,1,1,75,1,2,2019,2,2019_Q2,POINT (2.303293 48.845478),20637.0,['M̩tropole du Grand Paris'],751155809,Necker ,necker 9,12152.777777777777,4,10424.854375419653,1826.6154482039447,120,10,2077.0,1798.0,142.0,137.0,8.0,2062.0,652.0,1075.0,41300,1,1,00851,75115,751481,7511558,H,2222.18581424957,516.259503578886,1306.55871304521,399.367597625477,1684.26181107136,99.3971849404481,537.924003178212,0.7579302325985434,0.0447294660523312,75115,0.0024737898686063224
2021-1600638,2021-06-22,1.0,75115,86.0,279.0,6.0,sols,2550000.0,48.843942,2.27921,0,1,75,1,0,2021,2,2021_Q2,POINT (2.27921 48.843942),24873.0,['M̩tropole du Grand Paris'],751156010,Javel 1,javel 10,9139.78494623656,6,8003.718873098801,2897.433345045766,45,5,1303.0,1224.0,37.0,43.0,9.0,1221.0,99.0,1111.0,28040,1,1,00851,75115,751611,7511560,H,1903.88841929411,434.811888490062,1124.89410416918,344.182426634872,1383.69505384456,193.299638340872,520.193365449551,0.7267731868223569,0.10152886922466824,75115,0.0022895343526793737
2019-1526736,2019-10-08,1.0,75115,0.0,52.0,2.0,0,579500.0,48.846941,2.303695,1,1,75,1,0,2019,4,2019_Q4,POINT (2.303695 48.846941),32235.0,['M̩tropole du Grand Paris'],751155811,Necker 1,necker 11,11144.23076923077,10,15795.602976709142,18443.526392372176,132,11,1515.0,1226.0,147.0,143.0,11.0,1486.0,412.0,750.0,36230,2,0,00851,75115,751471,7511558,H,1358.91409441102,344.735194178441,791.008850332772,223.170049899809,1029.29045702426,135.519162580449,329.62363738676,0.757436000743207,0.0997260703511841,75115,0.001956293448850359
2017-746584,2017-12-28,1.0,75116,175.0,270.0,5.0,sols,2900000.0,48.873653,2.278965,0,1,75,1,0,2017,4,2017_Q4,POINT (2.278965 48.873653),24878.0,['M̩tropole du Grand Paris'],751166310,Porte Dauphine 1,porte dauphine 10,10740.74074074074,12,11432.162561857478,4810.69394633796,120,5,1137.0,809.0,240.0,88.0,35.0,1066.0,358.0,389.0,48340,0,0,00851,75116,751751,7511663,H,970.742955254656,233.108172477035,544.609918069908,193.024864707712,683.111003015903,53.3122621103609,287.631952238753,0.7036991608522173,0.05491903064738228,75116,0.0030661064390556845
2018-1417189,2018-08-06,1.0,75116,502.0,716.0,9.0,sols,7400000.0,48.873729,2.279432,0,1,75,1,0,2018,3,2018_Q3,POINT (2.279432 48.873729),24878.0,['M̩tropole du Grand Paris'],751166310,Porte Dauphine 1,porte dauphine 10,10335.195530726258,8,10519.529888753015,4954.676560317734,120,9,1137.0,809.0,240.0,88.0,35.0,1066.0,358.0,389.0,48340,0,0,00851,75116,751751,7511663,H,970.742955254656,233.108172477035,544.609918069908,193.024864707712,683.111003015903,53.3122621103609,287.631952238753,0.7036991608522173,0.05491903064738228,75116,0.0034776612896626497
2021-1602230,2021-06-21,1.0,75116,0.0,33.0,2.0,0,320000.0,48.858106,2.28291,1,1,75,1,0,2021,2,2021_Q2,POINT (2.28291 48.858106),45026.0,['M̩tropole du Grand Paris'],751166214,Muette 1,muette 14,9696.969696969696,6,9824.031986531985,4210.965191559136,93,4,1105.0,932.0,80.0,93.0,0.0,1062.0,353.0,478.0,45400,1,1,00851,75116,751791,7511662,H,1486.68847015772,383.477719834671,824.038925419161,279.171824903886,1060.91545647035,61.9504785804695,425.773013687371,0.7136097963804073,0.04167011436760338,75116,0.0029925768816389856
2018-1418189,2018-11-15,1.0,75116,0.0,35.0,2.0,0,428100.0,48.857191,2.278884,1,1,75,1,0,2018,4,2018_Q4,POINT (2.278884 48.857191),24876.0,['M̩tropole du Grand Paris'],751166212,Muette 1,muette 12,12231.42857142857,11,10280.479515184548,2041.6667441973216,140,9,1435.0,1101.0,191.0,144.0,23.0,1394.0,405.0,624.0,39370,0,0,00851,75116,751841,7511662,H,1369.57448983583,274.573552855309,877.778291579862,217.222645400659,1006.82409969075,86.0863551446474,362.750390145081,0.7351364289878365,0.06285627819700884,75116,0.004825066927420167
2020-1447918,2020-09-24,1.0,75116,0.0,35.0,2.0,0,485000.0,48.857191,2.278884,1,1,75,1,0,2020,3,2020_Q3,POINT (2.278884 48.857191),24876.0,['M̩tropole du Grand Paris'],751166212,Muette 1,muette 12,13857.142857142857,9,12991.869277931395,3275.6979854004103,140,6,1435.0,1101.0,191.0,144.0,23.0,1394.0,405.0,624.0,39370,0,0,00851,75116,751841,7511662,H,1369.57448983583,274.573552855309,877.778291579862,217.222645400659,1006.82409969075,86.0863551446474,362.750390145081,0.7351364289878365,0.06285627819700884,75116,0.004825066927420167
2017-745438,2017-10-04,1.0,75116,0.0,228.0,6.0,0,1940000.0,48.87401,2.284658,2,1,75,1,1,2017,4,2017_Q4,POINT (2.284658 48.87401),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,8508.771929824561,10,9903.310926337132,3775.1997769750146,258,15,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.004906074301617856
2019-1530816,2019-08-06,1.0,75116,73.0,140.0,6.0,sols,1500000.0,48.875199,2.286909,0,1,75,1,0,2019,3,2019_Q3,POINT (2.286909 48.875199),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,10714.285714285714,8,12297.566674067104,3983.12678813441,258,16,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.002435685469224788
2020-1446130,2020-02-27,1.0,75116,0.0,184.0,5.0,0,2640000.0,48.87401,2.284658,2,1,75,1,1,2020,1,2020_Q1,POINT (2.284658 48.87401),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,14347.826086956522,2,13861.818035236225,6096.706883643729,258,12,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.004906074301617856
2020-1446155,2020-02-18,1.0,75116,0.0,142.0,3.0,0,1790000.0,48.874086,2.291755,3,1,75,1,0,2020,1,2020_Q1,POINT (2.291755 48.874086),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,12605.633802816901,2,13861.818035236225,6096.706883643729,258,12,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.0028311117175050787
2022-530544,2022-03-05,1.0,75116,73.0,140.0,6.0,sols,1500000.0,48.875199,2.286909,0,1,75,1,0,2022,1,2022_Q1,POINT (2.286909 48.875199),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,10714.285714285714,3,10933.429090774076,3749.076735825112,258,13,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.002435685469224788
2022-533729,2022-05-12,1.0,75116,0.0,215.0,5.0,0,2200000.0,48.87401,2.284658,2,1,75,1,0,2022,2,2022_Q2,POINT (2.284658 48.87401),9426.0,['M̩tropole du Grand Paris'],751166407,Chaillot ,chaillot 7,10232.558139534884,5,12892.507068510742,7142.270464693526,258,17,2299.0,1611.0,444.0,245.0,3.0,2211.0,740.0,766.0,40890,0,1,00851,75116,751761,7511664,H,1964.41009023386,388.987165189657,1073.39829645562,502.024628588579,1450.43006052296,116.117389741538,513.980029710894,0.7383540064947888,0.05911056470276754,75116,0.004906074301617856
2018-1417995,2018-10-30,1.0,75116,96.0,115.0,5.0,sols,967000.0,48.838014,2.262232,0,1,75,1,0,2018,4,2018_Q4,POINT (2.262232 48.838014),11389.0,['M̩tropole du Grand Paris'],751166101,Auteuil ,auteuil 1,8408.695652173914,10,9821.968005182356,2686.7645441509985,40,2,1296.0,1183.0,45.0,68.0,52.0,1237.0,134.0,1027.0,22100,0,0,00851,75116,751941,7511661,H,1475.29739027182,284.219496764001,923.687575430623,267.390318077201,1104.55796395711,154.01183651495,370.739426314713,0.7487019032505695,0.10439375649310523,75116,0.005069961662877658
2019-1531931,2019-11-07,1.0,75116,99.0,170.0,4.0,sols,2230000.0,48.837816,2.261802,0,1,75,1,0,2019,4,2019_Q4,POINT (2.261802 48.837816),11389.0,['M̩tropole du Grand Paris'],751166101,Auteuil ,auteuil 1,13117.64705882353,11,30218.60265064889,53967.371862221196,40,6,1296.0,1183.0,45.0,68.0,52.0,1237.0,134.0,1027.0,22100,0,0,00851,75116,751941,7511661,H,1475.29739027182,284.219496764001,923.687575430623,267.390318077201,1104.55796395711,154.01183651495,370.739426314713,0.7487019032505695,0.10439375649310523,75116,0.005000009057724309
2020-1448735,2020-11-12,1.0,75116,101.0,100.0,4.0,sols,810000.0,48.837788,2.26187,0,1,75,1,0,2020,4,2020_Q4,POINT (2.26187 48.837788),11389.0,['M̩tropole du Grand Paris'],751166101,Auteuil ,auteuil 1,8100.0,11,9606.081699346405,3476.2156512452084,40,3,1296.0,1183.0,45.0,68.0,52.0,1237.0,134.0,1027.0,22100,0,0,00851,75116,751941,7511661,H,1475.29739027182,284.219496764001,923.687575430623,267.390318077201,1104.55796395711,154.01183651495,370.739426314713,0.7487019032505695,0.10439375649310523,75116,0.005068479296330011
2021-1611278,2021-11-26,1.0,75116,137.0,302.0,11.0,sols,4800000.0,48.868035,2.279301,0,1,75,1,0,2021,4,2021_Q4,POINT (2.279301 48.868035),49175.0,['M̩tropole du Grand Paris'],751166307,Porte Dauphine ,porte dauphine 7,15894.039735099337,11,12756.274797451013,5965.529557452916,175,5,1544.0,1182.0,227.0,135.0,27.0,1479.0,601.0,436.0,47310,1,2,00851,75116,751731,7511663,H,1497.99994949968,332.714082991962,821.758389933628,343.52747657409,1047.84399641479,89.5517461074939,450.155953084891,0.6994953482907402,0.059780873916186354,75116,0.004276157320111297
2017-744548,2017-07-12,1.0,75116,62.0,105.0,4.0,sols,1110000.0,48.840601,2.261659,0,1,75,1,0,2017,3,2017_Q3,POINT (2.261659 48.840601),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,10571.42857142857,7,8367.1569013803,3069.739081863897,251,10,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.002651618003985213
2018-1415433,2018-03-23,1.0,75116,120.0,165.0,7.0,sols,1737800.0,48.841095,2.260494,0,1,75,1,0,2018,1,2018_Q1,POINT (2.260494 48.841095),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,10532.121212121212,3,8806.98167968409,3176.266880176946,251,15,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.0015325666050940428
2019-1528518,2019-02-28,1.0,75116,84.0,160.0,4.0,sols,1820900.0,48.840187,2.260625,0,1,75,1,0,2019,1,2019_Q1,POINT (2.260625 48.840187),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,11380.625,2,9519.817644973089,2782.5713407416793,251,10,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.0024100517519457577
2019-1529668,2019-04-30,1.0,75116,56.0,98.0,4.0,sols,1000000.0,48.841149,2.260808,0,1,75,1,0,2019,2,2019_Q2,POINT (2.260808 48.841149),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,10204.081632653062,4,10228.68436877796,2829.151328870241,251,17,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.0016679378978406052
2019-1530198,2019-07-16,1.0,75116,56.0,71.0,3.0,sols,788000.0,48.840805,2.260205,0,1,75,1,0,2019,3,2019_Q3,POINT (2.260205 48.840805),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,11098.591549295774,7,10467.00944518444,1987.1943015919041,251,19,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.0016886002034368914
2019-1532386,2019-12-20,1.0,75116,61.0,200.0,8.0,sols,2300000.0,48.840739,2.260825,0,1,75,1,0,2019,4,2019_Q4,POINT (2.260825 48.840739),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,11500.0,12,10605.956293404392,1477.6674799829775,251,11,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.0020087487864489098
2020-1446781,2020-04-29,1.0,75116,0.0,190.0,5.0,0,1723140.0,48.840589,2.262058,4,1,75,1,0,2020,2,2020_Q2,POINT (2.262058 48.840589),9421.0,['M̩tropole du Grand Paris'],751166106,Auteuil ,auteuil 6,9069.157894736842,4,10127.630570962794,1874.5784821083146,251,7,1842.0,1502.0,200.0,140.0,17.0,1785.0,737.0,653.0,36760,0,1,00851,75116,751951,7511661,H,1787.83915154208,338.403057027321,1082.21978850793,367.216306006831,1396.27555353224,106.657551910337,391.563598009848,0.7809849965126331,0.05965724143491363,75116,0.002961134517554493
2019-1528087,2019-01-23,1.0,75116,198.0,332.0,8.0,sols,3450000.0,48.849878,2.262234,0,1,75,1,0,2019,1,2019_Q1,POINT (2.262234 48.849878),20641.0,['M̩tropole du Grand Paris'],751166120,Auteuil 2,auteuil 20,10391.56626506024,1,9730.088774073462,2593.1567297759534,96,6,1060.0,845.0,119.0,96.0,74.0,935.0,405.0,374.0,45500,0,0,00851,75116,751901,7511661,H,1154.58545630272,187.360968630383,716.784681471085,250.439806201256,863.977611697285,78.4242185957833,290.607844605439,0.7483011387168896,0.06792413516702163,75116,0.002971084046243384
2019-1532257,2019-11-28,1.0,75116,130.0,283.0,9.0,sols,3776500.0,48.848889,2.261908,0,1,75,1,0,2019,4,2019_Q4,POINT (2.261908 48.848889),20641.0,['M̩tropole du Grand Paris'],751166120,Auteuil 2,auteuil 20,13344.52296819788,11,10521.07472268736,2863.945724945,96,7,1060.0,845.0,119.0,96.0,74.0,935.0,405.0,374.0,45500,0,0,00851,75116,751901,7511661,H,1154.58545630272,187.360968630383,716.784681471085,250.439806201256,863.977611697285,78.4242185957833,290.607844605439,0.7483011387168896,0.06792413516702163,75116,0.0026511940505853115
2020-1445796,2020-02-03,1.0,75116,363.0,315.0,10.0,sols,5050000.0,48.849357,2.262115,0,1,75,1,0,2020,1,2020_Q1,POINT (2.262115 48.849357),20641.0,['M̩tropole du Grand Paris'],751166120,Auteuil 2,auteuil 20,16031.746031746032,2,11869.923539995209,6305.490128167473,96,7,1060.0,845.0,119.0,96.0,74.0,935.0,405.0,374.0,45500,0,0,00851,75116,751901,7511661,H,1154.58545630272,187.360968630383,716.784681471085,250.439806201256,863.977611697285,78.4242185957833,290.607844605439,0.7483011387168896,0.06792413516702163,75116,0.00271599158795633
2020-1447279,2020-06-19,1.0,75116,323.0,374.0,11.0,sols,4600000.0,48.849941,2.26269,0,1,75,1,0,2020,2,2020_Q2,POINT (2.26269 48.849941),20641.0,['M̩tropole du Grand Paris'],751166120,Auteuil 2,auteuil 20,12299.465240641712,6,10729.173994652689,3061.674534721326,96,4,1060.0,845.0,119.0,96.0,74.0,935.0,405.0,374.0,45500,0,0,00851,75116,751901,7511661,H,1154.58545630272,187.360968630383,716.784681471085,250.439806201256,863.977611697285,78.4242185957833,290.607844605439,0.7483011387168896,0.06792413516702163,75116,0.0027252027825208627
2021-1621525,2021-06-01,1.0,75116,286.0,255.0,6.0,sols,5950000.0,48.848906,2.26166,0,1,75,1,0,2021,2,2021_Q2,POINT (2.26166 48.848906),20641.0,['M̩tropole du Grand Paris'],751166120,Auteuil 2,auteuil 20,23333.333333333332,6,17803.71764835049,13226.450173049065,96,5,1060.0,845.0,119.0,96.0,74.0,935.0,405.0,374.0,45500,0,0,00851,75116,751901,7511661,H,1154.58545630272,187.360968630383,716.784681471085,250.439806201256,863.977611697285,78.4242185957833,290.607844605439,0.7483011387168896,0.06792413516702163,75116,0.0028835464667416747
